Index,Order ID,Order Date_x,Ship Mode_x,Customer ID,Customer Name_x,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Arrival Scan Date,Customer Name_y,Row ID,Order Date_y,On Truck Scan Date,Ship Mode_y,Ready to Ship Date,Pickup Date,delivery_time_days,total_delivery_time_days,order_Month,Order_YearMonth,order_weekday,on_truck_weekday,warehouse_time_days
2096,US-2019-146570,2019-05-15,Standard Class,SN-20710,Steve Nguyen,Facebook,United States,Jackson,Mississippi,39212.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001718,511.84,8,0.0,240.5648,2019-05-28,Steve Nguyen,2096.0,2019-05-15,2019-05-22,Standard Processing,,,6,13,May,2019-05,Wednesday,Wednesday,7
2121,US-2020-168690,2020-01-07,Standard Class,TS-21085,Thais Sissman,Email,United States,Ormond Beach,Florida,32174.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000145,2.8080000000000007,3,0.7,-1.9656,2020-01-20,Thais Sissman,2121.0,2020-01-07,2020-01-15,Standard Processing,,,5,13,January,2020-01,Tuesday,Wednesday,8
2499,CA-2019-126935,2019-05-19,Standard Class,BT-11395,Bill Tyler,Sales,United States,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004817,9.584,1,0.2,3.3544,2019-06-03,Bill Tyler,2499.0,2019-05-19,2019-05-29,Standard Processing,,,5,15,May,2019-05,Sunday,Wednesday,10
2774,CA-2019-131576,2019-11-22,Standard Class,RD-19585,Rob Dowd,Email,United States,Detroit,Michigan,48205.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002852,49.44,3,0.0,24.2256,2019-12-02,Rob Dowd,2774.0,2019-11-22,2019-11-27,Standard Processing,,,5,10,November,2019-11,Friday,Wednesday,5
2820,CA-2019-160500,2019-05-05,First Class,DM-13015,Darrin Martin,Email,United States,Encinitas,California,92024.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003784,6.720000000000001,5,0.2,2.351999999999999,2019-05-14,Darrin Martin,2820.0,2019-05-05,2019-05-10,Express,,,4,9,May,2019-05,Sunday,Friday,5
2850,CA-2019-123617,2019-11-28,Standard Class,AJ-10780,Anthony Jacobs,Sales,United States,Palm Coast,Florida,32137.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10002976,7.434000000000001,6,0.7,-5.699399999999997,2019-12-09,Anthony Jacobs,2850.0,2019-11-28,2019-12-04,Standard Processing,,,5,11,November,2019-11,Thursday,Wednesday,6
3235,CA-2019-138933,2019-04-24,First Class,JL-15130,Jack Lebron,Email,United States,Riverside,California,92503.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003355,3.984,1,0.2,1.3944,2019-05-03,Jack Lebron,3235.0,2019-04-24,2019-04-29,Express,,,4,9,April,2019-04,Wednesday,Monday,5
3617,CA-2019-154536,2019-09-05,Standard Class,JC-15340,Jasper Cacioppo,Email,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004410,9.555,5,0.7,-7.325499999999998,2019-09-16,Jasper Cacioppo,3617.0,2019-09-05,2019-09-11,Standard Processing,,,5,11,September,2019-09,Thursday,Wednesday,6
3765,CA-2020-125878,2020-02-25,Standard Class,MH-18025,Michelle Huthwaite,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002609,1.7879999999999996,3,0.8,-3.0396,2020-03-09,Michelle Huthwaite,3765.0,2020-02-25,2020-03-04,Standard Processing,,,5,13,February,2020-02,Tuesday,Wednesday,8
4070,CA-2019-145303,2019-08-28,First Class,TP-21415,Tom Prescott,Email,United States,Dallas,Texas,75081.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000050,13.139999999999995,9,0.8,-21.681000000000004,2019-09-10,Tom Prescott,4070.0,2019-08-28,2019-09-03,Express,,,7,13,August,2019-08,Wednesday,Tuesday,6
4225,CA-2019-108644,2019-09-30,First Class,SJ-20215,Sarah Jordon,Email,United States,Quincy,Illinois,62301.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000343,1.9639999999999995,2,0.8,-3.2406000000000006,2019-10-07,Sarah Jordon,4225.0,2019-09-30,2019-10-04,Express,,,3,7,September,2019-09,Monday,Friday,4
4512,CA-2019-119935,2019-11-10,Standard Class,KM-16225,Kalyca Meade,Sales,United States,Springfield,Missouri,65807.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001597,81.96,2,0.0,39.3408,2019-11-21,Kalyca Meade,4511.0,2019-11-10,2019-11-18,Standard Processing,,,3,11,November,2019-11,Sunday,Monday,8
4830,CA-2019-152408,2019-05-15,Standard Class,TT-21220,Thomas Thornton,Email,United States,New York City,New York,10035.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002393,13.776000000000002,3,0.2,4.4772,2019-05-27,Thomas Thornton,4830.0,2019-05-15,2019-05-22,Standard Processing,,,5,12,May,2019-05,Wednesday,Wednesday,7
4965,CA-2019-141180,2019-05-15,Second Class,DP-13000,Darren Powers,Email,United States,Fort Lauderdale,Florida,33311.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000301,7.764000000000001,4,0.7,-5.176,2019-05-27,Darren Powers,4965.0,2019-05-15,2019-05-22,Standard Processing,,,5,12,May,2019-05,Wednesday,Wednesday,7
5357,CA-2019-138037,2019-09-29,Standard Class,AR-10540,Andy Reiter,Email,United States,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002982,27.24,5,0.2,9.533999999999995,2019-10-11,Andy Reiter,5357.0,2019-09-29,2019-10-07,Standard Processing,,,4,12,September,2019-09,Sunday,Monday,8
5399,CA-2019-163202,2019-09-27,Standard Class,BM-11650,Brian Moss,Sales,United States,Lancaster,Ohio,43130.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002764,2.907,3,0.7,-2.0348999999999995,2019-10-07,Brian Moss,5399.0,2019-09-27,2019-10-04,Standard Processing,2019-10-02,2019-10-04,3,10,September,2019-09,Friday,Friday,7
5479,CA-2019-121356,2019-11-20,Standard Class,SJ-20500,Shirley Jackson,Email,United States,Newark,Delaware,19711.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002133,128.39999999999998,3,0.0,62.916,2019-12-02,Shirley Jackson,5479.0,2019-11-20,2019-11-27,Standard Processing,,,5,12,November,2019-11,Wednesday,Wednesday,7
5790,CA-2020-115070,2020-04-10,Second Class,MG-18205,Mitch Gastineau,Sales,United States,Jacksonville,Florida,32216.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10003712,4.4190000000000005,3,0.7,-3.0933,2020-04-21,Mitch Gastineau,5789.0,2020-04-10,2020-04-15,Standard Processing,,,6,11,April,2020-04,Friday,Wednesday,5
6265,US-2019-115952,2019-10-06,First Class,JH-15910,Jonathan Howell,Email,United States,Tulsa,Oklahoma,74133.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004654,28.85,5,0.0,14.425,2019-10-10,Jonathan Howell,6265.0,2019-10-06,2019-10-07,Express,,,3,4,October,2019-10,Sunday,Monday,1
6611,CA-2019-168921,2019-10-20,First Class,AG-10495,Andrew Gjertsen,Sales,United States,Los Angeles,California,90049.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004209,19.296,3,0.2,6.029999999999999,2019-10-28,Andrew Gjertsen,6611.0,2019-10-20,2019-10-23,Express,,,5,8,October,2019-10,Sunday,Wednesday,3
7116,US-2019-102239,2019-05-05,First Class,LW-16990,Lindsay Williams,Sales,United States,Henderson,Nevada,89015.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001890,5.728000000000001,2,0.2,2.0047999999999995,2019-05-13,Lindsay Williams,7115.0,2019-05-05,2019-05-08,Express,,,5,8,May,2019-05,Sunday,Wednesday,3
7192,CA-2019-116918,2019-10-01,Second Class,JK-15205,Jamie Kunitz,Email,United States,Hialeah,Florida,33012.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10004140,5.388000000000001,4,0.7,-4.49,2019-10-14,Jamie Kunitz,7192.0,2019-10-01,2019-10-09,Standard Processing,,,5,13,October,2019-10,Tuesday,Wednesday,8
7522,CA-2019-162383,2019-09-05,Standard Class,MD-17350,Maribeth Dona,Email,United States,Lancaster,Ohio,43130.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002824,8.952000000000002,2,0.7,-7.460000000000001,2019-09-19,Maribeth Dona,7522.0,2019-09-05,2019-09-13,Standard Processing,,,6,14,September,2019-09,Thursday,Friday,8
8047,CA-2019-113600,2019-12-15,Second Class,SH-20395,Shahid Hopkins,Email,United States,Cuyahoga Falls,Ohio,44221.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000201,2.2140000000000004,3,0.7,-1.4760000000000004,2019-12-23,Shahid Hopkins,8047.0,2019-12-15,2019-12-20,Standard Processing,,,3,8,December,2019-12,Sunday,Friday,5
8122,CA-2019-116722,2019-11-11,Standard Class,LP-17080,Liz Pelletier,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001890,31.504000000000005,11,0.2,11.0264,2019-11-25,Liz Pelletier,8120.0,2019-11-11,2019-11-20,Standard Processing,,,5,14,November,2019-11,Monday,Wednesday,9
8322,US-2019-149790,2019-09-26,Standard Class,SC-20380,Shahid Collister,Email,United States,Houston,Texas,77095.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002026,15.623999999999995,2,0.8,-24.99840000000001,2019-10-08,Shahid Collister,8322.0,2019-09-26,2019-10-02,Standard Processing,,,6,12,September,2019-09,Thursday,Wednesday,6
8468,CA-2019-168557,2019-09-19,Standard Class,FH-14275,Frank Hawley,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002309,8.928,2,0.2,3.1248,2019-09-30,Frank Hawley,8468.0,2019-09-19,2019-09-25,Standard Processing,2019-09-23,2019-09-25,5,11,September,2019-09,Thursday,Wednesday,6
8598,US-2019-117387,2019-10-27,Standard Class,PA-19060,Pete Armstrong,Facebook,United States,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004308,67.13600000000001,4,0.2,25.176,2019-11-08,Pete Armstrong,8598.0,2019-10-27,2019-11-04,Standard Processing,,,4,12,October,2019-10,Sunday,Monday,8
8641,US-2020-148551,2020-01-12,Standard Class,DB-13120,David Bremer,Sales,United States,Dallas,Texas,75217.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000545,760.9799999999998,5,0.8,-1141.47,2020-01-22,David Bremer,8641.0,2020-01-12,2020-01-21,Standard Processing,,,1,10,January,2020-01,Sunday,Tuesday,9
8783,CA-2019-116911,2019-09-15,Standard Class,JD-16150,Justin Deggeller,Sales,United States,Twin Falls,Idaho,83301.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001249,20.416,4,0.2,6.635199999999998,2019-09-30,Justin Deggeller,8783.0,2019-09-15,2019-09-25,Standard Processing,,,5,15,September,2019-09,Sunday,Wednesday,10
9086,CA-2019-126102,2019-09-10,Second Class,DV-13465,Dianna Vittorini,Email,United States,Los Angeles,California,90049.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004318,276.78400000000005,2,0.2,89.95479999999999,2019-09-18,Dianna Vittorini,9086.0,2019-09-10,2019-09-13,Standard Processing,,,5,8,September,2019-09,Tuesday,Friday,3
9293,CA-2020-124114,2020-03-02,First Class,RS-19765,Roland Schwarz,Sales,United States,Waco,Texas,76706.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004022,0.5559999999999998,1,0.8,-0.9452,2020-03-06,Roland Schwarz,9293.0,2020-03-02,2020-03-02,Express,,,4,4,March,2020-03,Monday,Monday,0
9491,CA-2020-111738,2020-01-03,Standard Class,CM-12385,Christopher Martinez,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004584,2022.272,8,0.2,682.5168000000001,2020-01-10,Christopher Martinez,9491.0,2020-01-03,2020-01-08,Standard Processing,,,2,7,January,2020-01,Friday,Wednesday,5
9796,CA-2019-125920,2019-05-21,Standard Class,SH-19975,Sally Hughsby,Sales,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003429,3.797999999999999,3,0.8,-5.886900000000001,2019-06-03,Sally Hughsby,9796.0,2019-05-21,2019-05-29,Standard Processing,,,5,13,May,2019-05,Tuesday,Wednesday,8
513,CA-2019-106341,2019-10-20,First Class,LF-17185,Luke Foster,Email,United States,Newark,Ohio,43055.0,East,Power Muesli,Super Mega Protein,OFF-AR-10002053,7.151999999999999,3,0.2,0.7152000000000003,2019-10-30,Luke Foster,513.0,2019-10-20,2019-10-25,Express,,,5,10,October,2019-10,Sunday,Friday,5
853,CA-2019-113747,2019-05-28,Standard Class,VD-21670,Valerie Dominguez,Email,United States,Jackson,Mississippi,39212.0,South,Power Muesli,Super Mega Protein,OFF-AR-10003373,185.88,6,0.0,50.1876,2019-06-10,Valerie Dominguez,853.0,2019-05-28,2019-06-05,Standard Processing,,,5,13,May,2019-05,Tuesday,Wednesday,8
1603,US-2019-132857,2019-12-11,Standard Class,CA-12775,Cynthia Arntzen,Email,United States,Smyrna,Tennessee,37167.0,South,Power Muesli,Super Mega Protein,OFF-AR-10003251,6.671999999999999,3,0.2,1.6679999999999997,2019-12-23,Cynthia Arntzen,1603.0,2019-12-11,2019-12-18,Standard Processing,,,5,12,December,2019-12,Wednesday,Wednesday,7
2341,CA-2019-137736,2019-11-10,Standard Class,DC-13285,Debra Catini,Email,United States,Warner Robins,Georgia,31088.0,South,Power Muesli,Super Mega Protein,OFF-AR-10004999,41.86,7,0.0,10.465,2019-11-25,Debra Catini,2341.0,2019-11-10,2019-11-20,Standard Processing,,,5,15,November,2019-11,Sunday,Wednesday,10
2370,US-2019-129469,2019-09-23,Standard Class,KL-16555,Kelly Lampkin,Sales,United States,Fairfield,Ohio,45014.0,East,Power Muesli,Super Mega Protein,OFF-AR-10000315,4.912,2,0.2,0.3070000000000001,2019-10-03,Kelly Lampkin,2369.0,2019-09-23,2019-09-30,Standard Processing,,,3,10,September,2019-09,Monday,Monday,7
3720,CA-2019-105900,2019-09-17,Standard Class,BS-11590,Brendan Sweed,Sales,United States,Columbus,Indiana,47201.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10002656,33.4,5,0.0,12.357999999999995,2019-09-30,Brendan Sweed,3720.0,2019-09-17,2019-09-25,Standard Processing,,,5,13,September,2019-09,Tuesday,Wednesday,8
4951,CA-2019-125815,2019-10-28,Second Class,DL-13330,Denise Leinenbach,Email,United States,New York City,New York,10009.0,East,Power Muesli,Super Mega Protein,OFF-AR-10004441,12.419999999999998,3,0.0,5.2164,2019-11-08,Denise Leinenbach,4951.0,2019-10-28,2019-11-04,Standard Processing,,,4,11,October,2019-10,Monday,Monday,7
5434,CA-2020-129707,2020-04-25,Standard Class,LH-16750,Larry Hughes,Email,United States,Chandler,Arizona,85224.0,West,Power Muesli,Super Mega Protein,OFF-AR-10000246,8.895999999999999,4,0.2,0.6671999999999998,2020-05-08,Larry Hughes,5434.0,2020-04-25,2020-05-04,Standard Processing,,,4,13,April,2020-04,Saturday,Monday,9
5583,CA-2019-161158,2019-05-09,Standard Class,PS-18970,Paul Stevenson,Facebook,United States,New York City,New York,10024.0,East,Power Muesli,Super Mega Protein,OFF-AR-10000462,8.0,5,0.0,3.440000000000001,2019-05-20,Paul Stevenson,5583.0,2019-05-09,2019-05-15,Standard Processing,,,5,11,May,2019-05,Thursday,Wednesday,6
7357,CA-2019-114748,2019-10-09,Standard Class,MZ-17335,Maria Zettner,Facebook,United States,Phoenix,Arizona,85023.0,West,Power Muesli,Super Mega Protein,OFF-AR-10001315,1.408,1,0.2,0.1583999999999999,2019-10-21,Maria Zettner,7357.0,2019-10-09,2019-10-16,Standard Processing,,,5,12,October,2019-10,Wednesday,Wednesday,7
8412,CA-2019-159765,2019-05-09,Second Class,TH-21100,Thea Hendricks,Email,United States,Salem,Virginia,24153.0,South,Power Muesli,Super Mega Protein,OFF-AR-10003514,27.86,7,0.0,9.193799999999998,2019-05-22,Thea Hendricks,8412.0,2019-05-09,2019-05-15,Standard Processing,,,7,13,May,2019-05,Thursday,Wednesday,6
8482,CA-2019-138583,2019-05-24,Standard Class,DP-13390,Dennis Pardue,Facebook,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Super Mega Protein,OFF-AR-10001860,16.656000000000002,3,0.2,3.3312,2019-06-03,Dennis Pardue,8482.0,2019-05-24,2019-05-29,Standard Processing,,,5,10,May,2019-05,Friday,Wednesday,5
8667,CA-2019-163951,2019-12-30,First Class,CJ-11875,Carl Jackson,Sales,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Mega Protein,OFF-AR-10004269,16.520000000000003,5,0.2,1.6519999999999992,2020-01-08,Carl Jackson,8667.0,2019-12-30,2020-01-03,Express,,,5,9,December,2019-12,Monday,Friday,4
8776,CA-2019-163636,2019-12-05,Second Class,MP-18175,Mike Pelletier,Facebook,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10001547,3.536,2,0.2,0.3094,2019-12-16,Mike Pelletier,8776.0,2019-12-05,2019-12-11,Standard Processing,,,5,11,December,2019-12,Thursday,Wednesday,6
9205,CA-2019-104689,2019-12-01,Standard Class,FH-14365,Fred Hopkins,Sales,United States,Los Angeles,California,90004.0,West,Power Muesli,Super Mega Protein,OFF-AR-10001149,23.04,8,0.0,6.911999999999999,2019-12-12,Fred Hopkins,9205.0,2019-12-01,2019-12-09,Standard Processing,,,3,11,December,2019-12,Sunday,Monday,8
9400,CA-2019-103128,2019-11-11,Standard Class,SC-20845,Sung Chung,Email,United States,Arlington Heights,Illinois,60004.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10003394,14.111999999999998,6,0.2,1.2348000000000008,2019-11-25,Sung Chung,9400.0,2019-11-11,2019-11-18,Standard Processing,,,7,14,November,2019-11,Monday,Monday,7
9427,CA-2019-160479,2019-09-15,Standard Class,AH-10585,Angele Hood,Email,United States,Seattle,Washington,98105.0,West,Power Muesli,Super Mega Protein,OFF-AR-10002445,35.4,5,0.0,13.452000000000002,2019-09-30,Angele Hood,9427.0,2019-09-15,2019-09-25,Standard Processing,,,5,15,September,2019-09,Sunday,Wednesday,10
9503,CA-2019-101329,2019-04-22,Standard Class,MM-17920,Michael Moore,Email,United States,Rome,New York,13440.0,East,Power Muesli,Super Mega Protein,OFF-AR-10000614,32.129999999999995,9,0.0,8.3538,2019-05-08,Michael Moore,9503.0,2019-04-22,2019-05-01,Standard Processing,,,7,16,April,2019-04,Monday,Wednesday,9
9751,CA-2019-113390,2019-10-11,Standard Class,EP-13915,Emily Phan,Email,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10003183,5.344,2,0.2,0.6679999999999995,2019-10-21,Emily Phan,9751.0,2019-10-11,2019-10-16,Standard Processing,,,5,10,October,2019-10,Friday,Wednesday,5
1864,US-2019-100839,2019-10-13,Standard Class,NC-18625,Noah Childs,Sales,United States,Aurora,Colorado,80013.0,West,Toasted Muesli,Sweetened,FUR-TA-10004575,727.45,5,0.5,-465.5680000000001,2019-10-23,Noah Childs,1864.0,2019-10-13,2019-10-21,Standard Processing,,,2,10,October,2019-10,Sunday,Monday,8
5696,CA-2019-126165,2019-05-05,Second Class,AH-10465,Amy Hunt,Email,United States,San Francisco,California,94109.0,West,Toasted Muesli,Sweetened,FUR-TA-10001676,71.08800000000001,2,0.2,-1.777200000000004,2019-05-14,Amy Hunt,5696.0,2019-05-05,2019-05-10,Standard Processing,,,4,9,May,2019-05,Sunday,Friday,5
6286,CA-2019-125080,2019-10-21,Standard Class,VW-21775,Victoria Wilson,Sales,United States,Lakewood,Ohio,44107.0,East,Toasted Muesli,Sweetened,FUR-TA-10003238,661.176,2,0.4,-231.41160000000008,2019-11-04,Victoria Wilson,6286.0,2019-10-21,2019-10-30,Standard Processing,,,5,14,October,2019-10,Monday,Wednesday,9
8157,CA-2019-131296,2019-10-04,Standard Class,MS-17830,Melanie Seite,Email,United States,Baltimore,Maryland,21215.0,East,Toasted Muesli,Sweetened,FUR-TA-10002622,239.372,2,0.3,-23.93719999999999,2019-10-17,Melanie Seite,8157.0,2019-10-04,2019-10-11,Standard Processing,,,6,13,October,2019-10,Friday,Friday,7
8555,CA-2019-102092,2019-12-09,First Class,PM-18940,Paul MacIntyre,Email,United States,Springfield,Virginia,22153.0,South,Toasted Muesli,Sweetened,FUR-TA-10002530,1056.86,7,0.0,158.52899999999994,2019-12-16,Paul MacIntyre,8555.0,2019-12-09,2019-12-11,Express,,,5,7,December,2019-12,Monday,Wednesday,2
1,CA-2019-152156,2019-11-08,Second Class,CG-12520,Claire Gute,Email,United States,Henderson,Kentucky,42420.0,South,Toasted Muesli,With Fruit,FUR-BO-10001798,261.96,2,0.0,41.9136,2019-11-18,Claire Gute,1.0,2019-11-08,2019-11-13,Standard Processing,,,5,10,November,2019-11,Friday,Wednesday,5
4185,CA-2019-143749,2019-12-05,First Class,AG-10300,Aleksandra Gannaway,Sales,United States,Franklin,Massachusetts,2038.0,East,Toasted Muesli,With Fruit,FUR-BO-10002853,81.94,1,0.0,20.485,2019-12-13,Aleksandra Gannaway,4185.0,2019-12-05,2019-12-09,Express,,,4,8,December,2019-12,Thursday,Monday,4
5012,US-2020-139647,2020-05-11,First Class,TS-21370,Todd Sumrall,Sales,United States,Phoenix,Arizona,85023.0,West,Toasted Muesli,With Fruit,FUR-BO-10004467,209.979,7,0.7,-356.9643,2020-05-15,Todd Sumrall,5012.0,2020-05-11,2020-05-13,Express,,,2,4,May,2020-05,Monday,Wednesday,2
9281,CA-2019-166772,2019-09-20,Standard Class,HJ-14875,Heather Jas,Facebook,United States,Seattle,Washington,98105.0,West,Toasted Muesli,With Fruit,FUR-BO-10002853,163.88,2,0.0,40.97,2019-09-30,Heather Jas,9281.0,2019-09-20,2019-09-25,Standard Processing,2019-09-24,2019-09-25,5,10,September,2019-09,Friday,Wednesday,5
479,CA-2019-152632,2019-10-27,Standard Class,JE-15475,Jeremy Ellison,Email,United States,Troy,New York,12180.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002671,40.2,3,0.0,19.296,2019-11-11,Jeremy Ellison,479.0,2019-10-27,2019-11-06,Standard Processing,,,5,15,October,2019-10,Sunday,Wednesday,10
849,CA-2020-107503,2020-01-01,Standard Class,GA-14725,Guy Armstrong,Email,United States,Lorain,Ohio,44052.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003878,48.896,4,0.2,8.556799999999999,2020-01-13,Guy Armstrong,849.0,2020-01-01,2020-01-08,Standard Processing,,,5,12,January,2020-01,Wednesday,Wednesday,7
1037,CA-2019-113061,2019-04-22,Standard Class,EL-13735,Ed Ludwig,Facebook,United States,Jefferson City,Missouri,65109.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003975,86.62,2,0.0,8.661999999999992,2019-05-06,Ed Ludwig,1037.0,2019-04-22,2019-04-29,Standard Processing,,,7,14,April,2019-04,Monday,Monday,7
1330,CA-2019-142762,2019-05-23,Standard Class,LD-17005,Lisa DeCherney,Email,United States,San Francisco,California,94109.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003691,37.05,3,0.0,16.302,2019-06-03,Lisa DeCherney,1330.0,2019-05-23,2019-05-29,Standard Processing,,,5,11,May,2019-05,Thursday,Wednesday,6
1602,CA-2019-164672,2019-05-08,Second Class,GB-14530,George Bell,Sales,United States,Dover,Delaware,19901.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001488,211.96,2,0.0,42.392,2019-05-20,George Bell,1602.0,2019-05-08,2019-05-15,Standard Processing,,,5,12,May,2019-05,Wednesday,Wednesday,7
1802,CA-2019-149461,2019-11-13,Standard Class,AS-10135,Adrian Shami,Facebook,United States,Auburn,Washington,98002.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004270,4.18,1,0.0,1.5048,2019-11-25,Adrian Shami,1802.0,2019-11-13,2019-11-20,Standard Processing,,,5,12,November,2019-11,Wednesday,Wednesday,7
2161,CA-2019-141019,2019-05-14,First Class,LH-17155,Logan Haushalter,Email,United States,Cincinnati,Ohio,45231.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002937,79.38400000000001,1,0.2,29.769,2019-05-20,Logan Haushalter,2161.0,2019-05-14,2019-05-15,Express,,,5,6,May,2019-05,Tuesday,Wednesday,1
2542,CA-2019-144792,2019-04-30,Standard Class,KD-16615,Ken Dana,Sales,United States,Scottsdale,Arizona,85254.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002759,111.888,7,0.2,22.3776,2019-05-13,Ken Dana,2542.0,2019-04-30,2019-05-08,Standard Processing,,,5,13,April,2019-04,Tuesday,Wednesday,8
2557,US-2019-126844,2019-10-08,Standard Class,BW-11110,Bart Watters,Sales,United States,Houston,Texas,77070.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004909,51.712,8,0.6,-32.32000000000001,2019-10-21,Bart Watters,2557.0,2019-10-08,2019-10-16,Standard Processing,,,5,13,October,2019-10,Tuesday,Wednesday,8
2884,CA-2019-130799,2019-11-11,Second Class,BK-11260,Berenike Kampe,Email,United States,San Francisco,California,94110.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001852,6.96,4,0.0,2.2272,2019-11-25,Berenike Kampe,2884.0,2019-11-11,2019-11-20,Standard Processing,,,5,14,November,2019-11,Monday,Wednesday,9
2946,CA-2019-166443,2019-11-04,First Class,LH-17020,Lisa Hazard,Email,United States,San Francisco,California,94122.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004020,38.29,7,0.0,16.4647,2019-11-11,Lisa Hazard,2946.0,2019-11-04,2019-11-06,Express,,,5,7,November,2019-11,Monday,Wednesday,2
3168,CA-2019-146682,2019-10-29,First Class,KW-16435,Katrina Willman,Email,United States,Lansing,Michigan,48911.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002671,67.0,5,0.0,32.16,2019-11-07,Katrina Willman,3168.0,2019-10-29,2019-11-01,Express,,,6,9,October,2019-10,Tuesday,Friday,3
3471,US-2019-150035,2019-12-01,Standard Class,CL-11890,Carl Ludwig,Email,United States,San Francisco,California,94122.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003724,16.74,2,0.0,4.352399999999999,2019-12-16,Carl Ludwig,3471.0,2019-12-01,2019-12-09,Standard Processing,,,7,15,December,2019-12,Sunday,Monday,8
4348,CA-2019-120355,2019-09-18,Standard Class,MM-17260,Magdelene Morse,Email,United States,New Rochelle,New York,10801.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004053,60.72,3,0.0,26.1096,2019-10-01,Magdelene Morse,4347.0,2019-09-18,2019-09-27,Standard Processing,,,4,13,September,2019-09,Wednesday,Friday,9
5638,CA-2020-113208,2020-03-26,Standard Class,ML-18040,Michelle Lonsdale,Sales,United States,Dearborn,Michigan,48126.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004245,60.84,3,0.0,23.1192,2020-04-08,Michelle Lonsdale,5638.0,2020-03-26,2020-04-03,Standard Processing,,,5,13,March,2020-03,Thursday,Friday,8
6032,CA-2019-101168,2019-12-25,Standard Class,SS-20140,Saphhira Shifley,Sales,United States,Nashua,New Hampshire,3060.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003142,21.12,4,0.0,6.547199999999998,2020-01-07,Saphhira Shifley,6032.0,2019-12-25,2020-01-03,Standard Processing,,,4,13,December,2019-12,Wednesday,Friday,9
